
 17,70000   0,00700  -0,00001   0,02789  -0,00007   0,01261   0,00231   0,00829 
 17,80000   0,00722   0,00005   0,02843  -0,00000   0,01291   0,00248   0,00852 
 17,90000   0,00728   0,00010   0,02900  -0,00005   0,01320   0,00260   0,00869 
 18,00000   0,00755   0,00007   0,02959   0,00001   0,01353   0,00276   0,00892 
 18,10000   0,00775  -0,00004   0,03029  -0,00003   0,01377   0,00292   0,00911 
 18,20000   0,00795  -0,00000   0,03077  -0,00007   0,01417   0,00312   0,00932 
 18,30000   0,00819   0,00000   0,03129  -0,00008   0,01447   0,00322   0,00951 
 18,40000   0,00844  -0,00008   0,03179  -0,00008   0,01478   0,00335   0,00970 
 18,50000   0,00865  -0,00002   0,03232   0,00001   0,01509   0,00362   0,00995 
 18,60000   0,00883  -0,00001   0,03284   0,00001   0,01545   0,00374   0,01014 
 18,70000   0,00907   0,00006   0,03346   0,00002   0,01573   0,00401   0,01039 
 18,80000   0,00937   0,00005   0,03405  -0,00002   0,01610   0,00417   0,01062 
 18,90000   0,00961  -0,00006   0,03453  -0,00002   0,01642   0,00434   0,01080 
 19,00000   0,00975   0,00006   0,03508  -0,00009   0,01676   0,00455   0,01102 
 19,10000   0,00998   0,00003   0,03566  -0,00005   0,01711   0,00484   0,01126 
 19,20000   0,01019   0,00002   0,03609  -0,00008   0,01741   0,00516   0,01146 
 19,30000   0,01047  -0,00000   0,03661  -0,00007   0,01770   0,00547   0,01170 
 19,40000   0,01069   0,00003   0,03721  -0,00004   0,01805   0,00578   0,01195 
 19,50000   0,01088   0,00002   0,03765  -0,00004   0,01833   0,00607   0,01215 
 19,60000   0,01108   0,00002   0,03837  -0,00002   0,01875   0,00631   0,01242 
 19,70000   0,01136  -0,00000   0,03891  -0,00005   0,01905   0,00669   0,01266 
 19,80000   0,01154  -0,00000   0,03941   0,00003   0,01945   0,00693   0,01289 
 19,90000   0,01182  -0,00000   0,04003  -0,00005   0,01984   0,00735   0,01317 
 20,00000   0,01205   0,00006   0,04046  -0,00007   0,02012   0,00767   0,01338 
 20,10000   0,01232   0,00013   0,04114  -0,00001   0,02054   0,00798   0,01368 
 20,20000   0,01247   0,00006   0,04174  -0,00005   0,02090   0,00828   0,01390 
 20,30000   0,01275  -0,00000   0,04225  -0,00005   0,02122   0,00878   0,01416 
 20,40000   0,01298   0,00001   0,04277  -0,00000   0,02158   0,00923   0,01443 
 20,50000   0,01320   0,00004   0,04329   0,00012   0,02199   0,00953   0,01470 
 20,60000   0,01339  -0,00002   0,04383   0,00006   0,02241   0,00991   0,01493 
 20,70000   0,01377   0,00006   0,04443   0,00009   0,02279   0,01040   0,01526 
 20,80000   0,01385   0,00006   0,04498   0,00016   0,02312   0,01071   0,01548 
 20,90000   0,01410   0,00001   0,04559   0,00005   0,02344   0,01108   0,01571 
 21,00000   0,01446   0,00012   0,04612   0,00012   0,02390   0,01144   0,01603 
 21,10000   0,01472   0,00007   0,04657   0,00007   0,02431   0,01181   0,01626 
 21,20000   0,01486   0,00007   0,04712   0,00004   0,02463   0,01228   0,01650 
 21,30000   0,01507   0,00004   0,04766  -0,00005   0,02513   0,01259   0,01674 
 21,40000   0,01529   0,00021   0,04824   0,00003   0,02547   0,01307   0,01705 
 21,50000   0,01551   0,00036   0,04893   0,00004   0,02586   0,01352   0,01737 
 21,60000   0,01577   0,00052   0,04950   0,00001   0,02631   0,01393   0,01767 
 21,70000   0,01599   0,00068   0,05003   0,00000   0,02669   0,01435   0,01796 
 21,80000   0,01624   0,00071   0,05061  -0,00000   0,02715   0,01477   0,01825 
 21,90000   0,01672   0,00091   0,05113  -0,00001   0,02758   0,01515   0,01858 
 22,00000   0,01677   0,00095   0,05159  -0,00002   0,02798   0,01570   0,01883 
 22,10000   0,01701   0,00130   0,05220  -0,00009   0,02835   0,01611   0,01915 
 22,20000   0,01728   0,00160   0,05267   0,00000   0,02877   0,01648   0,01947 
 22,30000   0,01748   0,00185   0,05326   0,00001   0,02924   0,01694   0,01979 
 22,40000   0,01785   0,00201   0,05389  -0,00003   0,02962   0,01749   0,02014 
 22,50000   0,01818   0,00224   0,05440  -0,00011   0,03002   0,01802   0,02046 
 22,60000   0,01842   0,00249   0,05490  -0,00002   0,03048   0,01849   0,02080 
 22,70000   0,01867   0,00268   0,05545   0,00010   0,03090   0,01897   0,02113 
 22,80000   0,01890   0,00285   0,05607   0,00003   0,03138   0,01931   0,02143 
 22,90000   0,01914   0,00308   0,05663   0,00000   0,03167   0,01979   0,02172 
 23,00000   0,01941   0,00325   0,05707  -0,00004   0,03210   0,02033   0,02202 
 23,10000   0,01974   0,00344   0,05763  -0,00002   0,03257   0,02082   0,02236 
 23,20000   0,02002   0,00357   0,05830  -0,00005   0,03297   0,02126   0,02268 
 23,30000   0,02041   0,00373   0,05886   0,00007   0,03345   0,02169   0,02303 
 23,40000   0,02067   0,00395   0,05940  -0,00001   0,03388   0,02223   0,02335 
 23,50000   0,02099   0,00415   0,05991  -0,00010   0,03433   0,02272   0,02366 
 23,60000   0,02123   0,00432   0,06041  -0,00005   0,03479   0,02326   0,02399 
 23,70000   0,02154   0,00452   0,06094  -0,00006   0,03525   0,02363   0,02430 
 23,80000   0,02184   0,00481   0,06148  -0,00004   0,03564   0,02415   0,02465 
 23,90000   0,02217   0,00506   0,06202  -0,00000   0,03614   0,02462   0,02500 
 24,00000   0,02252   0,00536   0,06263   0,00007   0,03657   0,02506   0,02537 
 24,10000   0,02280   0,00551   0,06325   0,00004   0,03699   0,02563   0,02570 
 24,20000   0,02316   0,00570   0,06383   0,00004   0,03747   0,02612   0,02606 
 24,30000   0,02352   0,00594   0,06436   0,00000   0,03797   0,02650   0,02638 
 24,40000   0,02381   0,00616   0,06496   0,00002   0,03842   0,02711   0,02675 
 24,50000   0,02415   0,00646   0,06556   0,00003   0,03877   0,02758   0,02709 
 24,60000   0,02454   0,00663   0,06603   0,00005   0,03925   0,02805   0,02743 
 24,70000   0,02490   0,00677   0,06662   0,00004   0,03970   0,02857   0,02777 
 24,80000   0,02522   0,00712   0,06715   0,00004   0,04014   0,02906   0,02812 
 24,90000   0,02563   0,00730   0,06774   0,00012   0,04069   0,02953   0,02850 
 25,00000   0,02588   0,00752   0,06834   0,00005   0,04115   0,02999   0,02882 
 25,10000   0,02624   0,00784   0,06883   0,00011   0,04165   0,03045   0,02918 
 25,20000   0,02668   0,00813   0,06942   0,00007   0,04199   0,03096   0,02954 
 25,30000   0,02697   0,00848   0,07000   0,00002   0,04241   0,03137   0,02988 
 25,40000   0,02735   0,00882   0,07050  -0,00005   0,04297   0,03192   0,03025 
 25,50000   0,02785   0,00901   0,07106  -0,00004   0,04341   0,03244   0,03062 
 25,60000   0,02816   0,00931   0,07151   0,00002   0,04383   0,03297   0,03097 
 25,70000   0,02850   0,00957   0,07217   0,00006   0,04417   0,03347   0,03132 
 25,80000   0,02894   0,00984   0,07277  -0,00007   0,04472   0,03401   0,03170 
 25,90000   0,02940   0,01012   0,07321   0,00001   0,04518   0,03445   0,03206 
 26,00000   0,02965   0,01045   0,07367  -0,00006   0,04577   0,03486   0,03239 
 26,10000   0,03006   0,01076   0,07419   0,00001   0,04619   0,03543   0,03277 
 26,20000   0,03049   0,01109   0,07470  -0,00002   0,04664   0,03593   0,03314 
 26,30000   0,03077   0,01142   0,07521   0,00002   0,04713   0,03635   0,03348 
 26,40000   0,03079   0,01168   0,07574   0,00009   0,04765   0,03686   0,03380 
 26,50000   0,03108   0,01196   0,07631   0,00007   0,04816   0,03732   0,03415 
 26,60000   0,03162   0,01226   0,07673   0,00005   0,04864   0,03773   0,03451 
 26,70000   0,03207   0,01264   0,07721   0,00012   0,04905   0,03832   0,03490 
 26,80000   0,03239   0,01305   0,07778   0,00016   0,04946   0,03888   0,03528 
 26,90000   0,03285   0,01337   0,07828   0,00019   0,04997   0,03934   0,03567 
 27,00000   0,03329   0,01367   0,07882   0,00012   0,05052   0,03984   0,03604 
 27,10000   0,03364   0,01390   0,07930   0,00010   0,05098   0,04027   0,03637 
 27,20000   0,03404   0,01429   0,07985   0,00019   0,05137   0,04072   0,03674 
 27,30000   0,03456   0,01466   0,08033   0,00019   0,05194   0,04134   0,03717 
 27,40000   0,03499   0,01502   0,08084   0,00011   0,05240   0,04179   0,03753 
 27,50000   0,03536   0,01546   0,08149   0,00014   0,05289   0,04233   0,03795 
 27,60000   0,03580   0,01577   0,08192   0,00019   0,05343   0,04280   0,03832 
 27,70000   0,03604   0,01605   0,08236   0,00014   0,05387   0,04331   0,03863 
 27,80000   0,03657   0,01634   0,08292   0,00020   0,05436   0,04389   0,03905 
 27,90000   0,03690   0,01671   0,08330   0,00018   0,05484   0,04433   0,03937 
 28,00000   0,03722   0,01699   0,08385   0,00004   0,05540   0,04483   0,03972 
 28,10000   0,03775   0,01736   0,08447   0,00007   0,05594   0,04532   0,04015 
 28,20000   0,03807   0,01769   0,08492   0,00004   0,05641   0,04582   0,04049 
 28,30000   0,03841   0,01801   0,08541   0,00008   0,05699   0,04620   0,04085 
 28,40000   0,03891   0,01840   0,08591   0,00001   0,05743   0,04679   0,04124 
 28,50000   0,03924   0,01889   0,08643  -0,00001   0,05795   0,04735   0,04164 
 28,60000   0,03975   0,01910   0,08690   0,00018   0,05841   0,04774   0,04201 
 28,70000   0,04011   0,01944   0,08740   0,00015   0,05903   0,04823   0,04239 
 28,80000   0,04047   0,01979   0,08795   0,00006   0,05942   0,04882   0,04275 
 28,90000   0,04088   0,02019   0,08845   0,00002   0,05994   0,04920   0,04311 
 29,00000   0,04133   0,02061   0,08879   0,00002   0,06049   0,04972   0,04349 
 29,10000   0,04159   0,02094   0,08934   0,00008   0,06096   0,05024   0,04386 
 29,20000   0,04200   0,02128   0,08977   0,00013   0,06146   0,05073   0,04423 
 29,30000   0,04244   0,02156   0,09036   0,00013   0,06202   0,05123   0,04462 
 29,40000   0,04283   0,02202   0,09088  -0,00001   0,06248   0,05169   0,04498 
 29,50000   0,04320   0,02240   0,09129   0,00004   0,06299   0,05221   0,04535 
 29,60000   0,04359   0,02280   0,09186   0,00003   0,06343   0,05279   0,04575 
 29,70000   0,04399   0,02327   0,09227   0,00009   0,06400   0,05333   0,04616 
 29,80000   0,04448   0,02361   0,09267   0,00019   0,06455   0,05374   0,04654 
 29,90000   0,04486   0,02403   0,09315   0,00010   0,06505   0,05420   0,04690 
 30,00000   0,04519   0,02442   0,09362   0,00024   0,06546   0,05469   0,04727 
 30,10000   0,04560   0,02480   0,09420   0,00051   0,06604   0,05517   0,04772 
 30,20000   0,04598   0,02510   0,09457   0,00049   0,06659   0,05563   0,04806 
 30,30000   0,04640   0,02541   0,09495   0,00051   0,06712   0,05618   0,04843 
 30,40000   0,04685   0,02587   0,09552   0,00084   0,06770   0,05678   0,04893 
 30,50000   0,04731   0,02629   0,09594   0,00096   0,06817   0,05726   0,04932 
 30,60000   0,04762   0,02676   0,09641   0,00123   0,06868   0,05768   0,04973 
 30,70000   0,04793   0,02726   0,09687   0,00148   0,06909   0,05823   0,05014 
 30,80000   0,04846   0,02757   0,09736   0,00183   0,06966   0,05873   0,05060 
 30,90000   0,04882   0,02802   0,09773   0,00211   0,07018   0,05915   0,05100 
 31,00000   0,04910   0,02826   0,09825   0,00222   0,07070   0,05964   0,05136 
 31,10000   0,04950   0,02875   0,09869   0,00125   0,07118   0,06014   0,05159 
 31,20000   0,04992   0,02918   0,09912   0,00104   0,07173   0,06065   0,05194 
 31,30000   0,05029   0,02967   0,09960   0,00121   0,07223   0,06107   0,05234 
 31,40000   0,05070   0,03010   0,09997   0,00134   0,07285   0,06156   0,05275 
 31,50000   0,05106   0,03052   0,10039   0,00166   0,07336   0,06193   0,05315 
 31,60000   0,05156   0,03082   0,10095   0,00189   0,07385   0,06242   0,05358 
 31,70000   0,05186   0,03128   0,10133   0,00217   0,07436   0,06291   0,05399 
 31,80000   0,05228   0,03182   0,10179   0,00238   0,07488   0,06328   0,05441 
 31,90000   0,05265   0,03218   0,10221   0,00246   0,07546   0,06369   0,05478 
 32,00000   0,05303   0,03263   0,10263   0,00184   0,07588   0,06424   0,05504 
 32,10000   0,05340   0,03303   0,10296   0,00135   0,07642   0,06476   0,05532 
